# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	650982	651764	+					fliR		CALHY_RS03065	783		old_locus_tag=Calhy_0601
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	650982	651764	+	WP_013402548.1	WP_013402548.1		flagellar type III secretion system protein FliR	fliR		CALHY_RS03065	783	260	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	651761	652861	+					flhB		CALHY_RS03070	1101		old_locus_tag=Calhy_0602
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	651761	652861	+	WP_013402549.1	WP_013402549.1		flagellar biosynthesis protein FlhB	flhB		CALHY_RS03070	1101	366	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	652858	654894	+					flhA		CALHY_RS03075	2037		old_locus_tag=Calhy_0603
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	652858	654894	+	WP_013402550.1	WP_013402550.1		flagellar biosynthesis protein FlhA	flhA		CALHY_RS03075	2037	678	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	654897	656015	+					flhF		CALHY_RS03080	1119		old_locus_tag=Calhy_0604
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	654897	656015	+	WP_013402551.1	WP_013402551.1		flagellar biosynthesis protein FlhF	flhF		CALHY_RS03080	1119	372	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	656012	656908	+							CALHY_RS03085	897		old_locus_tag=Calhy_0605
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	656012	656908	+	WP_013402552.1	WP_013402552.1		MinD/ParA family protein			CALHY_RS03085	897	298	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	656924	657625	+							CALHY_RS03090	702		old_locus_tag=Calhy_0606
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	656924	657625	+	WP_013402553.1	WP_013402553.1		flagellar brake protein			CALHY_RS03090	702	233	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	657677	659677	+							CALHY_RS03095	2001		old_locus_tag=Calhy_0607
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	657677	659677	+	WP_013402554.1	WP_013402554.1		chemotaxis protein CheA			CALHY_RS03095	2001	666	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	659707	660129	+							CALHY_RS03100	423		old_locus_tag=Calhy_0608
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	659707	660129	+	WP_013402555.1	WP_013402555.1		chemotaxis protein CheW			CALHY_RS03100	423	140	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	660135	660752	+							CALHY_RS03105	618		old_locus_tag=Calhy_0609
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	660135	660752	+	WP_013402556.1	WP_013402556.1		chemotaxis protein CheC			CALHY_RS03105	618	205	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	660756	661238	+							CALHY_RS03110	483		old_locus_tag=Calhy_0610
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	660756	661238	+	WP_013402557.1	WP_013402557.1		chemotaxis protein CheD			CALHY_RS03110	483	160	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	661256	661447	+							CALHY_RS03115	192		old_locus_tag=Calhy_0611
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	661256	661447	+	WP_013402558.1	WP_013402558.1		hypothetical protein			CALHY_RS03115	192	63	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	661471	662211	+							CALHY_RS03120	741		old_locus_tag=Calhy_0612
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	661471	662211	+	WP_041723102.1	WP_041723102.1		FliA/WhiG family RNA polymerase sigma factor			CALHY_RS03120	741	246	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	662247	663632	+							CALHY_RS03125	1386		old_locus_tag=Calhy_0613
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	662247	663632	+	WP_013402560.1	WP_013402560.1		FapA family protein			CALHY_RS03125	1386	461	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	663681	663944	+							CALHY_RS03130	264		old_locus_tag=Calhy_0614
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	663681	663944	+	WP_013402561.1	WP_013402561.1		hypothetical protein			CALHY_RS03130	264	87	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	663974	664504	+							CALHY_RS03135	531		old_locus_tag=Calhy_0615
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	663974	664504	+	WP_013402562.1	WP_013402562.1		DUF2802 domain-containing protein			CALHY_RS03135	531	176	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	664564	664821	+							CALHY_RS03140	258		old_locus_tag=Calhy_0616
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	664564	664821	+	WP_238524598.1	WP_238524598.1		hypothetical protein			CALHY_RS03140	258	85	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	664840	665688	+							CALHY_RS03145	849		old_locus_tag=Calhy_0617
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	664840	665688	+	WP_013402564.1	WP_013402564.1		AraC family transcriptional regulator			CALHY_RS03145	849	282	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	665909	666196	+							CALHY_RS03150	288		old_locus_tag=Calhy_0618
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	665909	666196	+	WP_011916829.1	WP_011916829.1		co-chaperone GroES			CALHY_RS03150	288	95	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	666227	667846	+					groL		CALHY_RS03155	1620		old_locus_tag=Calhy_0619
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	666227	667846	+	WP_013402565.1	WP_013402565.1		chaperonin GroEL	groL		CALHY_RS03155	1620	539	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	667952	668791	+							CALHY_RS03160	840		old_locus_tag=Calhy_0620
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	667952	668791	+	WP_013402566.1	WP_013402566.1		Cof-type HAD-IIB family hydrolase			CALHY_RS03160	840	279	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	668784	669911	+							CALHY_RS03165	1128		old_locus_tag=Calhy_0621
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	668784	669911	+	WP_013402567.1	WP_013402567.1		DUF362 domain-containing protein			CALHY_RS03165	1128	375	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	670177	671607	-							CALHY_RS03170	1431		old_locus_tag=Calhy_0622
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	670177	671607	-	WP_013402019.1	WP_013402019.1		ISNCY-like element ISCahy1 family transposase			CALHY_RS03170	1431	476	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	671819	672295	+							CALHY_RS03175	477		old_locus_tag=Calhy_0623
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	671819	672295	+	WP_013402568.1	WP_013402568.1		chemotaxis protein CheX			CALHY_RS03175	477	158	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	672326	672790	+					trmL		CALHY_RS03180	465		old_locus_tag=Calhy_0624
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	672326	672790	+	WP_013402569.1	WP_013402569.1		tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	trmL		CALHY_RS03180	465	154	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	672819	673661	+							CALHY_RS03185	843		old_locus_tag=Calhy_0625
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	672819	673661	+	WP_013402570.1	WP_013402570.1		DegV family protein			CALHY_RS03185	843	280	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	673746	675587	+							CALHY_RS03190	1842		old_locus_tag=Calhy_0626
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	673746	675587	+	WP_013402571.1	WP_013402571.1		TIGR03960 family B12-binding radical SAM protein			CALHY_RS03190	1842	613	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	675574	676209	+							CALHY_RS03195	636		old_locus_tag=Calhy_0627
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	675574	676209	+	WP_013402572.1	WP_013402572.1		TIGR03936 family radical SAM-associated protein			CALHY_RS03195	636	211	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	676209	677924	+							CALHY_RS03200	1716		old_locus_tag=Calhy_0628
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	676209	677924	+	WP_013402573.1	WP_013402573.1		Rne/Rng family ribonuclease			CALHY_RS03200	1716	571	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	677993	678550	+					efp		CALHY_RS03205	558		old_locus_tag=Calhy_0629
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	677993	678550	+	WP_013402574.1	WP_013402574.1		elongation factor P	efp		CALHY_RS03205	558	185	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	678654	679124	+							CALHY_RS03210	471		old_locus_tag=Calhy_0630
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	678654	679124	+	WP_013402575.1	WP_013402575.1		hypothetical protein			CALHY_RS03210	471	156	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	679348	680517	+							CALHY_RS03215	1170		old_locus_tag=Calhy_0631
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	679348	680517	+	WP_013402576.1	WP_013402576.1		alanine--glyoxylate aminotransferase family protein			CALHY_RS03215	1170	389	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	680514	682109	+					serA		CALHY_RS03220	1596		old_locus_tag=Calhy_0632
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	680514	682109	+	WP_013402577.1	WP_013402577.1		phosphoglycerate dehydrogenase	serA		CALHY_RS03220	1596	531	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	682165	683439	+							CALHY_RS03225	1275		old_locus_tag=Calhy_0633
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	682165	683439	+	WP_013402578.1	WP_013402578.1		DUF1015 domain-containing protein			CALHY_RS03225	1275	424	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	683550	684350	+							CALHY_RS03230	801		old_locus_tag=Calhy_0634
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	683550	684350	+	WP_013402579.1	WP_013402579.1		Cof-type HAD-IIB family hydrolase			CALHY_RS03230	801	266	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	684535	684909	+					speD		CALHY_RS03235	375		old_locus_tag=Calhy_0635
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	684535	684909	+	WP_011916845.1	WP_011916845.1		adenosylmethionine decarboxylase	speD		CALHY_RS03235	375	124	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	685152	685913	-							CALHY_RS03240	762		old_locus_tag=Calhy_0636
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	685152	685913	-	WP_013402580.1	WP_013402580.1		Fic family protein			CALHY_RS03240	762	253	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	686033	686971	+							CALHY_RS03245	939		old_locus_tag=Calhy_0637
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	686033	686971	+	WP_013402581.1	WP_013402581.1		carbohydrate kinase			CALHY_RS03245	939	312	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	686993	687262	+							CALHY_RS03250	270		old_locus_tag=Calhy_0638
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	686993	687262	+	WP_013402582.1	WP_013402582.1		ACT domain-containing protein			CALHY_RS03250	270	89	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	687287	688645	+							CALHY_RS03255	1359		old_locus_tag=Calhy_0639
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	687287	688645	+	WP_013402583.1	WP_013402583.1		PFL family protein			CALHY_RS03255	1359	452	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	688672	689508	+					dapF		CALHY_RS03260	837		old_locus_tag=Calhy_0640
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	688672	689508	+	WP_013402584.1	WP_013402584.1		diaminopimelate epimerase	dapF		CALHY_RS03260	837	278	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	689586	689759	+							CALHY_RS03265	174		old_locus_tag=Calhy_0641
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	689586	689759	+	WP_238524575.1	WP_238524575.1		hypothetical protein			CALHY_RS03265	174	57	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	689803	690039	+					secG		CALHY_RS03270	237		old_locus_tag=Calhy_0642
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	689803	690039	+	WP_013402586.1	WP_013402586.1		preprotein translocase subunit SecG	secG		CALHY_RS03270	237	78	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	690137	690694	+							CALHY_RS03275	558		old_locus_tag=Calhy_0643
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	690137	690694	+	WP_013402587.1	WP_013402587.1		HDIG domain-containing protein			CALHY_RS03275	558	185	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	690721	692871	+					rnr		CALHY_RS03280	2151		old_locus_tag=Calhy_0644
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	690721	692871	+	WP_013402588.1	WP_013402588.1		ribonuclease R	rnr		CALHY_RS03280	2151	716	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	692888	694492	+					dnaX		CALHY_RS03285	1605		old_locus_tag=Calhy_0645
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	692888	694492	+	WP_013402589.1	WP_013402589.1		DNA polymerase III subunit gamma/tau	dnaX		CALHY_RS03285	1605	534	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	694507	695589	+							CALHY_RS03290	1083		old_locus_tag=Calhy_0646
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	694507	695589	+	WP_013402590.1	WP_013402590.1		DUF362 domain-containing protein			CALHY_RS03290	1083	360	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	695877	696422	+					raiA		CALHY_RS03295	546		old_locus_tag=Calhy_0647
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	695877	696422	+	WP_013402591.1	WP_013402591.1		ribosome-associated translation inhibitor RaiA	raiA		CALHY_RS03295	546	181	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	696583	699129	+					secA		CALHY_RS03300	2547		old_locus_tag=Calhy_0648
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	696583	699129	+	WP_013402592.1	WP_013402592.1		preprotein translocase subunit SecA	secA		CALHY_RS03300	2547	848	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	699168	700287	+					prfB		CALHY_RS03305	1120		old_locus_tag=Calhy_0649
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	699168	700287	+	WP_148222337.1	WP_148222337.1		peptide chain release factor 2	prfB		CALHY_RS03305	1119	372	ribosomal_slippage
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	700284	700733	+							CALHY_RS03310	450		old_locus_tag=Calhy_0650
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	700284	700733	+	WP_013402594.1	WP_013402594.1		chemotaxis protein CheW			CALHY_RS03310	450	149	
gene	pseudogene	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	700875	701096	+							CALHY_RS13850	222		partial;pseudo
CDS	without_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	700875	701096	+				response regulator			CALHY_RS13850	222		partial;pseudo
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	701358	702128	+							CALHY_RS13855	771		
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	701358	702128	+	WP_238524599.1	WP_238524599.1		ATP-binding protein			CALHY_RS13855	771	256	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	702145	703332	+							CALHY_RS03320	1188		old_locus_tag=Calhy_0652
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	702145	703332	+	WP_013402596.1	WP_013402596.1		response regulator			CALHY_RS03320	1188	395	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	703356	704399	+							CALHY_RS03325	1044		old_locus_tag=Calhy_0653
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	703356	704399	+	WP_013402597.1	WP_013402597.1		response regulator			CALHY_RS03325	1044	347	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	704488	705777	+					leuC		CALHY_RS03330	1290		old_locus_tag=Calhy_0654
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	704488	705777	+	WP_013402598.1	WP_013402598.1		3-isopropylmalate dehydratase large subunit	leuC		CALHY_RS03330	1290	429	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	705778	706278	+					leuD		CALHY_RS03335	501		old_locus_tag=Calhy_0655
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	705778	706278	+	WP_013402599.1	WP_013402599.1		3-isopropylmalate dehydratase small subunit	leuD		CALHY_RS03335	501	166	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	706271	707338	+					leuB		CALHY_RS03340	1068		old_locus_tag=Calhy_0656
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	706271	707338	+	WP_013402600.1	WP_013402600.1		3-isopropylmalate dehydrogenase	leuB		CALHY_RS03340	1068	355	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	707452	708582	+							CALHY_RS03345	1131		old_locus_tag=Calhy_0657
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	707452	708582	+	WP_013402601.1	WP_013402601.1		aldo/keto reductase			CALHY_RS03345	1131	376	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	708713	709003	+					rpsF		CALHY_RS03350	291		old_locus_tag=Calhy_0658
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	708713	709003	+	WP_013291140.1	WP_013291140.1		30S ribosomal protein S6	rpsF		CALHY_RS03350	291	96	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	709019	709504	+							CALHY_RS03355	486		old_locus_tag=Calhy_0659
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	709019	709504	+	WP_013402602.1	WP_013402602.1		single-stranded DNA-binding protein			CALHY_RS03355	486	161	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	709588	709821	+					rpsR		CALHY_RS03360	234		old_locus_tag=Calhy_0660
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	709588	709821	+	WP_035168561.1	WP_035168561.1		30S ribosomal protein S18	rpsR		CALHY_RS03360	234	77	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	710412	711908	+							CALHY_RS03365	1497		old_locus_tag=Calhy_0661
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	710412	711908	+	WP_013402604.1	WP_013402604.1		L-fucose/L-arabinose isomerase family protein			CALHY_RS03365	1497	498	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	711922	713421	+							CALHY_RS03370	1500		old_locus_tag=Calhy_0662
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	711922	713421	+	WP_013402605.1	WP_013402605.1		sugar ABC transporter ATP-binding protein			CALHY_RS03370	1500	499	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	713467	714465	+							CALHY_RS03375	999		old_locus_tag=Calhy_0663
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	713467	714465	+	WP_013402606.1	WP_013402606.1		ABC transporter permease			CALHY_RS03375	999	332	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	714467	715435	+							CALHY_RS03380	969		old_locus_tag=Calhy_0664
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	714467	715435	+	WP_013402607.1	WP_013402607.1		ABC transporter permease			CALHY_RS03380	969	322	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	715503	716588	+					rhaS		CALHY_RS03385	1086		old_locus_tag=Calhy_0665
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	715503	716588	+	WP_013402608.1	WP_013402608.1		rhamnose ABC transporter substrate-binding protein	rhaS		CALHY_RS03385	1086	361	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	716634	717014	+							CALHY_RS03390	381		old_locus_tag=Calhy_0666
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	716634	717014	+	WP_238524576.1	WP_238524576.1		L-rhamnose mutarotase			CALHY_RS03390	381	126	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	717614	720373	+							CALHY_RS03395	2760		old_locus_tag=Calhy_0667
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	717614	720373	+	WP_013402610.1	WP_013402610.1		beta-galactosidase			CALHY_RS03395	2760	919	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	720427	721383	+							CALHY_RS03400	957		old_locus_tag=Calhy_0668
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	720427	721383	+	WP_013402611.1	WP_013402611.1		ABC transporter permease subunit			CALHY_RS03400	957	318	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	721396	722307	+							CALHY_RS03405	912		old_locus_tag=Calhy_0669
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	721396	722307	+	WP_013402612.1	WP_013402612.1		carbohydrate ABC transporter permease			CALHY_RS03405	912	303	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	722387	723943	+							CALHY_RS03410	1557		old_locus_tag=Calhy_0670
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	722387	723943	+	WP_013402613.1	WP_013402613.1		extracellular solute-binding protein			CALHY_RS03410	1557	518	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	724003	725463	+							CALHY_RS03415	1461		old_locus_tag=Calhy_0671
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	724003	725463	+	WP_013402614.1	WP_013402614.1		glycoside hydrolase family 30 protein			CALHY_RS03415	1461	486	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	725787	726803	+							CALHY_RS03420	1017		old_locus_tag=Calhy_0672
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	725787	726803	+	WP_013402615.1	WP_013402615.1		LacI family transcriptional regulator			CALHY_RS03420	1017	338	
gene	pseudogene	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	727083	727820	-							CALHY_RS03425	738		partial;pseudo;old_locus_tag=Calhy_0673
CDS	without_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	727083	727820	-				IS256 family transposase			CALHY_RS03425	738		partial;pseudo
gene	pseudogene	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	727894	729031	+							CALHY_RS03430	1138		pseudo;old_locus_tag=Calhy_0674
CDS	without_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	727894	729031	+				transposase			CALHY_RS03430	1138		pseudo
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	729038	729457	-							CALHY_RS03435	420		old_locus_tag=Calhy_0675
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	729038	729457	-	WP_238524577.1	WP_238524577.1		IS30 family transposase			CALHY_RS03435	420	139	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	729835	730851	+							CALHY_RS03440	1017		old_locus_tag=Calhy_0676
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	729835	730851	+	WP_013402616.1	WP_013402616.1		LacI family transcriptional regulator			CALHY_RS03440	1017	338	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	731358	733172	+							CALHY_RS03445	1815		old_locus_tag=Calhy_0677
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	731358	733172	+	WP_013402617.1	WP_013402617.1		L-fucose isomerase			CALHY_RS03445	1815	604	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	733236	734741	+							CALHY_RS03450	1506		old_locus_tag=Calhy_0678
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	733236	734741	+	WP_013402618.1	WP_013402618.1		sugar ABC transporter ATP-binding protein			CALHY_RS03450	1506	501	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	734781	735767	+							CALHY_RS03455	987		old_locus_tag=Calhy_0679
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	734781	735767	+	WP_013402619.1	WP_013402619.1		ABC transporter permease			CALHY_RS03455	987	328	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	736077	737507	-							CALHY_RS03460	1431		old_locus_tag=Calhy_0680
