# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	508720	509094	+							ELD05_RS02275	375		old_locus_tag=ELD05_02275
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	508720	509094	+	WP_011916063.1	WP_011916063.1		metalloregulator ArsR/SmtB family transcription factor			ELD05_RS02275	375	124	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	509108	511480	+					cadA		ELD05_RS02280	2373		old_locus_tag=ELD05_02280
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	509108	511480	+	WP_127351203.1	WP_127351203.1		cadmium-translocating P-type ATPase	cadA		ELD05_RS02280	2373	790	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	511567	512031	+					lspA		ELD05_RS02285	465		old_locus_tag=ELD05_02285
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	511567	512031	+	WP_004103231.1	WP_004103231.1		signal peptidase II	lspA		ELD05_RS02285	465	154	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	512189	512452	+							ELD05_RS02290	264		old_locus_tag=ELD05_02290
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	512189	512452	+	WP_241243573.1	WP_241243573.1		hypothetical protein			ELD05_RS02290	264	87	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	512525	513757	+							ELD05_RS02295	1233		old_locus_tag=ELD05_02295
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	512525	513757	+	WP_127351204.1	WP_127351204.1		RNA-guided endonuclease TnpB family protein			ELD05_RS02295	1233	410	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	513853	514335	+							ELD05_RS02300	483		old_locus_tag=ELD05_02300
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	513853	514335	+	WP_011916647.1	WP_011916647.1		methylated-DNA--[protein]-cysteine S-methyltransferase			ELD05_RS02300	483	160	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	514366	515724	-							ELD05_RS02305	1359		old_locus_tag=ELD05_02305
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	514366	515724	-	WP_127351205.1	WP_127351205.1		GH1 family beta-glucosidase			ELD05_RS02305	1359	452	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	515965	518337	-							ELD05_RS02310	2373		old_locus_tag=ELD05_02310
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	515965	518337	-	WP_127351206.1	WP_127351206.1		glycosyl transferase			ELD05_RS02310	2373	790	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	518363	520798	-							ELD05_RS02315	2436		old_locus_tag=ELD05_02315
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	518363	520798	-	WP_127351207.1	WP_127351207.1		glycosyl transferase			ELD05_RS02315	2436	811	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	521060	522283	+							ELD05_RS02320	1224		old_locus_tag=ELD05_02320
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	521060	522283	+	WP_127351208.1	WP_127351208.1		glycosyltransferase family 4 protein			ELD05_RS02320	1224	407	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	522300	523646	+							ELD05_RS02325	1347		old_locus_tag=ELD05_02325
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	522300	523646	+	WP_127351209.1	WP_127351209.1		sugar transferase			ELD05_RS02325	1347	448	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	523756	523962	-							ELD05_RS02330	207		old_locus_tag=ELD05_02330
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	523756	523962	-	WP_241243574.1	WP_241243574.1		DUF2281 domain-containing protein			ELD05_RS02330	207	68	
gene	tmRNA	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	524060	524424	-					ssrA		ELD05_RS02335	365		old_locus_tag=ELD05_02335
tmRNA		GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	524060	524424	-				transfer-messenger RNA	ssrA		ELD05_RS02335	365		
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	524425	524901	-					smpB		ELD05_RS02340	477		old_locus_tag=ELD05_02340
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	524425	524901	-	WP_127351211.1	WP_127351211.1		SsrA-binding protein SmpB	smpB		ELD05_RS02340	477	158	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	525309	526598	+							ELD05_RS02345	1290		old_locus_tag=ELD05_02345
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	525309	526598	+	WP_241243575.1	WP_241243575.1		aldo/keto reductase			ELD05_RS02345	1290	429	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	526564	526995	+							ELD05_RS02350	432		old_locus_tag=ELD05_02350
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	526564	526995	+	WP_241243576.1	WP_241243576.1		flavodoxin			ELD05_RS02350	432	143	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	527120	527524	+							ELD05_RS02355	405		old_locus_tag=ELD05_02355
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	527120	527524	+	WP_127352910.1	WP_127352910.1		MerR family transcriptional regulator			ELD05_RS02355	405	134	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	527863	529038	+							ELD05_RS02360	1176		old_locus_tag=ELD05_02360
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	527863	529038	+	WP_127351213.1	WP_127351213.1		MFS transporter			ELD05_RS02360	1176	391	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	529324	529788	+							ELD05_RS02365	465		old_locus_tag=ELD05_02365
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	529324	529788	+	WP_241243577.1	WP_241243577.1		hypothetical protein			ELD05_RS02365	465	154	
gene	pseudogene	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	529757	530305	+							ELD05_RS02370	549		partial;pseudo;old_locus_tag=ELD05_02370
CDS	without_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	529757	530305	+				transposase			ELD05_RS02370	549		partial;pseudo
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	530518	531912	-							ELD05_RS02375	1395		old_locus_tag=ELD05_02375
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	530518	531912	-	WP_127351215.1	WP_127351215.1		Ig-like domain-containing protein			ELD05_RS02375	1395	464	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	532017	532691	-							ELD05_RS02380	675		old_locus_tag=ELD05_02380
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	532017	532691	-	WP_127351216.1	WP_127351216.1		hypothetical protein			ELD05_RS02380	675	224	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	532691	533806	-							ELD05_RS02385	1116		old_locus_tag=ELD05_02385
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	532691	533806	-	WP_127352911.1	WP_127352911.1		tetratricopeptide repeat protein			ELD05_RS02385	1116	371	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	533931	534797	-							ELD05_RS14265	867		
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	533931	534797	-	WP_241243578.1	WP_241243578.1		hypothetical protein			ELD05_RS14265	867	288	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	534730	535314	-							ELD05_RS14270	585		
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	534730	535314	-	WP_241243579.1	WP_241243579.1		hypothetical protein			ELD05_RS14270	585	194	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	535846	539265	-							ELD05_RS02395	3420		old_locus_tag=ELD05_02395
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	535846	539265	-	WP_127351217.1	WP_127351217.1		SNF2-related protein			ELD05_RS02395	3420	1139	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	539434	540453	-							ELD05_RS02400	1020		old_locus_tag=ELD05_02400
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	539434	540453	-	WP_241243580.1	WP_241243580.1		aldo/keto reductase			ELD05_RS02400	1020	339	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	540453	542219	-							ELD05_RS02405	1767		old_locus_tag=ELD05_02405
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	540453	542219	-	WP_127351219.1	WP_127351219.1		ABC transporter ATP-binding protein/permease			ELD05_RS02405	1767	588	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	542241	542993	-					cas6		ELD05_RS02410	753		old_locus_tag=ELD05_02410
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	542241	542993	-	WP_127351220.1	WP_127351220.1		CRISPR-associated endoribonuclease Cas6	cas6		ELD05_RS02410	753	250	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	543011	543988	-							ELD05_RS02415	978		old_locus_tag=ELD05_02415
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	543011	543988	-	WP_013404039.1	WP_013404039.1		LacI family DNA-binding transcriptional regulator			ELD05_RS02415	978	325	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	544226	545527	+							ELD05_RS02420	1302		old_locus_tag=ELD05_02420
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	544226	545527	+	WP_127351221.1	WP_127351221.1		ABC transporter substrate-binding protein			ELD05_RS02420	1302	433	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	545606	546481	+							ELD05_RS02425	876		old_locus_tag=ELD05_02425
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	545606	546481	+	WP_127351222.1	WP_127351222.1		sugar ABC transporter permease			ELD05_RS02425	876	291	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	546482	547306	+							ELD05_RS02430	825		old_locus_tag=ELD05_02430
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	546482	547306	+	WP_013404036.1	WP_013404036.1		carbohydrate ABC transporter permease			ELD05_RS02430	825	274	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	547330	548784	+							ELD05_RS02435	1455		old_locus_tag=ELD05_02435
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	547330	548784	+	WP_127351223.1	WP_127351223.1		glycoside hydrolase family 32 protein			ELD05_RS02435	1455	484	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	549461	549643	+							ELD05_RS02440	183		old_locus_tag=ELD05_02440
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	549461	549643	+	WP_206516904.1	WP_206516904.1		hypothetical protein			ELD05_RS02440	183	60	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	549792	551984	+							ELD05_RS02445	2193		old_locus_tag=ELD05_02445
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	549792	551984	+	WP_127351224.1	WP_127351224.1		alpha-galactosidase			ELD05_RS02445	2193	730	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	552089	552397	+							ELD05_RS02450	309		old_locus_tag=ELD05_02450
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	552089	552397	+	WP_013404033.1	WP_013404033.1		hypothetical protein			ELD05_RS02450	309	102	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	553016	553528	+							ELD05_RS02455	513		old_locus_tag=ELD05_02455
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	553016	553528	+	WP_127351225.1	WP_127351225.1		transcription repressor NadR			ELD05_RS02455	513	170	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	553637	554137	+							ELD05_RS02460	501		old_locus_tag=ELD05_02460
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	553637	554137	+	WP_013404031.1	WP_013404031.1		hypothetical protein			ELD05_RS02460	501	166	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	554483	555301	+							ELD05_RS02465	819		old_locus_tag=ELD05_02465
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	554483	555301	+	WP_127351226.1	WP_127351226.1		GNAT family N-acetyltransferase			ELD05_RS02465	819	272	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	555428	555997	+							ELD05_RS02470	570		old_locus_tag=ELD05_02470
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	555428	555997	+	WP_127351227.1	WP_127351227.1		hypothetical protein			ELD05_RS02470	570	189	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	556317	556493	+							ELD05_RS13955	177		
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	556317	556493	+	WP_164742567.1	WP_164742567.1		hypothetical protein			ELD05_RS13955	177	58	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	556822	557556	+							ELD05_RS02475	735		old_locus_tag=ELD05_02475
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	556822	557556	+	WP_127351228.1	WP_127351228.1		SIMPL domain-containing protein			ELD05_RS02475	735	244	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	557603	558814	-					hydF		ELD05_RS02480	1212		old_locus_tag=ELD05_02480
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	557603	558814	-	WP_127352912.1	WP_127352912.1		[FeFe] hydrogenase H-cluster maturation GTPase HydF	hydF		ELD05_RS02480	1212	403	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	558842	560227	-							ELD05_RS02485	1386		old_locus_tag=ELD05_02485
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	558842	560227	-	WP_127351229.1	WP_127351229.1		aspartate ammonia-lyase			ELD05_RS02485	1386	461	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	560690	561316	+							ELD05_RS02490	627		old_locus_tag=ELD05_02490
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	560690	561316	+	WP_127351230.1	WP_127351230.1		hypothetical protein			ELD05_RS02490	627	208	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	561340	562326	+							ELD05_RS02495	987		old_locus_tag=ELD05_02495
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	561340	562326	+	WP_127351231.1	WP_127351231.1		hypothetical protein			ELD05_RS02495	987	328	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	562423	562917	-							ELD05_RS02500	495		old_locus_tag=ELD05_02500
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	562423	562917	-	WP_127351232.1	WP_127351232.1		ferritin family protein			ELD05_RS02500	495	164	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	563092	563697	-							ELD05_RS02505	606		old_locus_tag=ELD05_02505
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	563092	563697	-	WP_127351233.1	WP_127351233.1		hypothetical protein			ELD05_RS02505	606	201	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	564517	565134	-							ELD05_RS02515	618		old_locus_tag=ELD05_02515
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	564517	565134	-	WP_127351234.1	WP_127351234.1		hypothetical protein			ELD05_RS02515	618	205	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	565484	566095	-							ELD05_RS02520	612		old_locus_tag=ELD05_02520
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	565484	566095	-	WP_127351235.1	WP_127351235.1		hypothetical protein			ELD05_RS02520	612	203	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	566198	566521	-							ELD05_RS02525	324		old_locus_tag=ELD05_02525
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	566198	566521	-	WP_241243581.1	WP_241243581.1		hypothetical protein			ELD05_RS02525	324	107	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	566523	567023	-							ELD05_RS02530	501		old_locus_tag=ELD05_02530
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	566523	567023	-	WP_127351236.1	WP_127351236.1		GNAT family N-acetyltransferase			ELD05_RS02530	501	166	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	567727	567927	-							ELD05_RS02535	201		old_locus_tag=ELD05_02535
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	567727	567927	-	WP_127351237.1	WP_127351237.1		hypothetical protein			ELD05_RS02535	201	66	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	567939	568595	-							ELD05_RS02540	657		old_locus_tag=ELD05_02540
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	567939	568595	-	WP_127351238.1	WP_127351238.1		hypothetical protein			ELD05_RS02540	657	218	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	568835	569518	-							ELD05_RS02545	684		old_locus_tag=ELD05_02545
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	568835	569518	-	WP_164742568.1	WP_164742568.1		hypothetical protein			ELD05_RS02545	684	227	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	569541	570149	-							ELD05_RS13960	609		
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	569541	570149	-	WP_164742569.1	WP_164742569.1		hypothetical protein			ELD05_RS13960	609	202	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	570822	571571	-							ELD05_RS02555	750		old_locus_tag=ELD05_02555
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	570822	571571	-	WP_127351239.1	WP_127351239.1		hypothetical protein			ELD05_RS02555	750	249	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	571643	572512	-							ELD05_RS02560	870		old_locus_tag=ELD05_02560
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	571643	572512	-	WP_127351240.1	WP_127351240.1		lysozyme			ELD05_RS02560	870	289	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	573200	573514	-							ELD05_RS14275	315		
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	573200	573514	-	WP_241243582.1	WP_241243582.1		transposase			ELD05_RS14275	315	104	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	573537	574259	-							ELD05_RS14280	723		
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	573537	574259	-	WP_241243425.1	WP_241243425.1		IS110 family transposase			ELD05_RS14280	723	240	
gene	pseudogene	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	574785	575786	+							ELD05_RS02570	1002		pseudo;old_locus_tag=ELD05_02570
CDS	without_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	574785	575786	+				IS256 family transposase			ELD05_RS02570	1002		pseudo
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	576328	576513	-							ELD05_RS14285	186		
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	576328	576513	-	WP_241243583.1	WP_241243583.1		hypothetical protein			ELD05_RS14285	186	61	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	576562	577212	-							ELD05_RS02580	651		old_locus_tag=ELD05_02580
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	576562	577212	-	WP_127351241.1	WP_127351241.1		hypothetical protein			ELD05_RS02580	651	216	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	577209	578129	-							ELD05_RS02585	921		old_locus_tag=ELD05_02585
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	577209	578129	-	WP_127351242.1	WP_127351242.1		peptidoglycan DD-metalloendopeptidase family protein			ELD05_RS02585	921	306	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	578577	579392	+							ELD05_RS02590	816		old_locus_tag=ELD05_02590
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	578577	579392	+	WP_127351243.1	WP_127351243.1		amidohydrolase family protein			ELD05_RS02590	816	271	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	579450	580238	+							ELD05_RS02595	789		old_locus_tag=ELD05_02595
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	579450	580238	+	WP_127351244.1	WP_127351244.1		MBL fold metallo-hydrolase			ELD05_RS02595	789	262	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	580280	580537	+							ELD05_RS02600	258		old_locus_tag=ELD05_02600
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	580280	580537	+	WP_127351245.1	WP_127351245.1		type II toxin-antitoxin system Phd/YefM family antitoxin			ELD05_RS02600	258	85	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	580589	580798	+							ELD05_RS02605	210		old_locus_tag=ELD05_02605
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	580589	580798	+	WP_241243584.1	WP_241243584.1		Txe/YoeB family addiction module toxin			ELD05_RS02605	210	69	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	580912	581706	+							ELD05_RS02610	795		old_locus_tag=ELD05_02610
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	580912	581706	+	WP_127351246.1	WP_127351246.1		SDR family NAD(P)-dependent oxidoreductase			ELD05_RS02610	795	264	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	581880	583487	+					ilvB		ELD05_RS02615	1608		old_locus_tag=ELD05_02615
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	581880	583487	+	WP_127351247.1	WP_127351247.1		biosynthetic-type acetolactate synthase large subunit	ilvB		ELD05_RS02615	1608	535	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	583538	584050	+					ilvN		ELD05_RS02620	513		old_locus_tag=ELD05_02620
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	583538	584050	+	WP_013404018.1	WP_013404018.1		acetolactate synthase small subunit	ilvN		ELD05_RS02620	513	170	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	584053	585054	+					ilvC		ELD05_RS02625	1002		old_locus_tag=ELD05_02625
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	584053	585054	+	WP_127351248.1	WP_127351248.1		ketol-acid reductoisomerase	ilvC		ELD05_RS02625	1002	333	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	585071	586594	+							ELD05_RS02630	1524		old_locus_tag=ELD05_02630
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	585071	586594	+	WP_127351249.1	WP_127351249.1		2-isopropylmalate synthase			ELD05_RS02630	1524	507	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	586673	586837	+							ELD05_RS13965	165		
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	586673	586837	+	WP_013404015.1	WP_013404015.1		hypothetical protein			ELD05_RS13965	165	54	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	586931	588511	+					cimA		ELD05_RS02635	1581		old_locus_tag=ELD05_02635
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	586931	588511	+	WP_127351250.1	WP_127351250.1		citramalate synthase	cimA		ELD05_RS02635	1581	526	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	589310	590590	+							ELD05_RS02645	1281		old_locus_tag=ELD05_02645
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	589310	590590	+	WP_127351251.1	WP_127351251.1		DUF4830 domain-containing protein			ELD05_RS02645	1281	426	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	590634	590885	-							ELD05_RS02650	252		old_locus_tag=ELD05_02650
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	590634	590885	-	WP_241243585.1	WP_241243585.1		hypothetical protein			ELD05_RS02650	252	83	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	591069	592013	+							ELD05_RS02655	945		old_locus_tag=ELD05_02655
CDS	with_protein	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	591069	592013	+	WP_127350942.1	WP_127350942.1		transposase			ELD05_RS02655	945	314	
gene	protein_coding	GCF_003999255.1	Primary Assembly	chromosome		NZ_CP034791.1	592021	592488	-							ELD05_RS02660	468		old_locus_tag=ELD05_02660
