# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	807809	809026	+	WP_013429701.1	WP_013429701.1		RNA-guided endonuclease TnpB family protein			CALKRO_RS03320	1218	405	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	809028	809549	+							CALKRO_RS03325	522		
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	809028	809549	+	WP_237699124.1	WP_237699124.1		hypothetical protein			CALKRO_RS03325	522	173	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	809707	810138	+							CALKRO_RS03330	432		old_locus_tag=Calkro_0660
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	809707	810138	+	WP_148222755.1	WP_148222755.1		hypothetical protein			CALKRO_RS03330	432	143	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	810778	812187	+							CALKRO_RS13090	1410		old_locus_tag=Calkro_0661
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	810778	812187	+	WP_013429703.1	WP_013429703.1		viroplasmin family protein			CALKRO_RS13090	1410	469	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	812252	812632	+							CALKRO_RS03340	381		old_locus_tag=Calkro_0662
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	812252	812632	+	WP_013429704.1	WP_013429704.1		type II toxin-antitoxin system RnlB family antitoxin			CALKRO_RS03340	381	126	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	813219	815009	+							CALKRO_RS03345	1791		old_locus_tag=Calkro_0663
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	813219	815009	+	WP_013429705.1	WP_013429705.1		hypothetical protein			CALKRO_RS03345	1791	596	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	815025	822698	+							CALKRO_RS03350	7674		old_locus_tag=Calkro_0664
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	815025	822698	+	WP_013429706.1	WP_013429706.1		hypothetical protein			CALKRO_RS03350	7674	2557	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	822864	824084	+							CALKRO_RS03355	1221		old_locus_tag=Calkro_0665
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	822864	824084	+	WP_013429707.1	WP_013429707.1		hypothetical protein			CALKRO_RS03355	1221	406	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	824091	825233	+					tadA		CALKRO_RS03360	1143		old_locus_tag=Calkro_0666
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	824091	825233	+	WP_013429708.1	WP_013429708.1		Flp pilus assembly complex ATPase component TadA	tadA		CALKRO_RS03360	1143	380	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	825193	825945	+							CALKRO_RS03365	753		old_locus_tag=Calkro_0667
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	825193	825945	+	WP_013429709.1	WP_013429709.1		hypothetical protein			CALKRO_RS03365	753	250	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	825949	826710	+							CALKRO_RS03370	762		old_locus_tag=Calkro_0668
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	825949	826710	+	WP_013429710.1	WP_013429710.1		hypothetical protein			CALKRO_RS03370	762	253	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	826710	828092	+							CALKRO_RS03375	1383		old_locus_tag=Calkro_0669
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	826710	828092	+	WP_013429711.1	WP_013429711.1		hypothetical protein			CALKRO_RS03375	1383	460	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	828120	828791	+							CALKRO_RS03380	672		old_locus_tag=Calkro_0670
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	828120	828791	+	WP_013429712.1	WP_013429712.1		class I SAM-dependent methyltransferase			CALKRO_RS03380	672	223	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	828793	829527	+							CALKRO_RS03385	735		old_locus_tag=Calkro_0671
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	828793	829527	+	WP_013429713.1	WP_013429713.1		glycosyltransferase family 2 protein			CALKRO_RS03385	735	244	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	829528	829713	+							CALKRO_RS03390	186		old_locus_tag=Calkro_0672
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	829528	829713	+	WP_013429714.1	WP_013429714.1		hypothetical protein			CALKRO_RS03390	186	61	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	829733	829921	+							CALKRO_RS03395	189		old_locus_tag=Calkro_0673
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	829733	829921	+	WP_013429715.1	WP_013429715.1		hypothetical protein			CALKRO_RS03395	189	62	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	829990	830421	+							CALKRO_RS03400	432		old_locus_tag=Calkro_0674
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	829990	830421	+	WP_013429716.1	WP_013429716.1		hypothetical protein			CALKRO_RS03400	432	143	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	830411	830881	+							CALKRO_RS03405	471		old_locus_tag=Calkro_0675
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	830411	830881	+	WP_083789242.1	WP_083789242.1		hypothetical protein			CALKRO_RS03405	471	156	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	830890	831345	+							CALKRO_RS03410	456		old_locus_tag=Calkro_0676
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	830890	831345	+	WP_013429718.1	WP_013429718.1		A24 family peptidase			CALKRO_RS03410	456	151	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	831346	831558	+							CALKRO_RS03415	213		old_locus_tag=Calkro_0677
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	831346	831558	+	WP_013429719.1	WP_013429719.1		hypothetical protein			CALKRO_RS03415	213	70	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	831616	832296	+							CALKRO_RS03420	681		old_locus_tag=Calkro_0678
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	831616	832296	+	WP_013429720.1	WP_013429720.1		hypothetical protein			CALKRO_RS03420	681	226	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	832333	832962	+							CALKRO_RS03425	630		old_locus_tag=Calkro_0679
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	832333	832962	+	WP_013429721.1	WP_013429721.1		SAF domain-containing protein			CALKRO_RS03425	630	209	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	832981	833451	+							CALKRO_RS03430	471		old_locus_tag=Calkro_0680
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	832981	833451	+	WP_013429722.1	WP_013429722.1		single-stranded DNA-binding protein			CALKRO_RS03430	471	156	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	833517	834038	+							CALKRO_RS03435	522		old_locus_tag=Calkro_0681
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	833517	834038	+	WP_013429723.1	WP_013429723.1		HD domain-containing protein			CALKRO_RS03435	522	173	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	834055	834510	+							CALKRO_RS03440	456		old_locus_tag=Calkro_0682
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	834055	834510	+	WP_013429724.1	WP_013429724.1		metal-dependent hydrolase			CALKRO_RS03440	456	151	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	834645	836810	+							CALKRO_RS03445	2166		old_locus_tag=Calkro_0683
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	834645	836810	+	WP_013429725.1	WP_013429725.1		M23 family metallopeptidase			CALKRO_RS03445	2166	721	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	836857	837324	+							CALKRO_RS03450	468		old_locus_tag=Calkro_0684
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	836857	837324	+	WP_013429726.1	WP_013429726.1		hypothetical protein			CALKRO_RS03450	468	155	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	837386	837712	+							CALKRO_RS03455	327		old_locus_tag=Calkro_0685
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	837386	837712	+	WP_013429727.1	WP_013429727.1		hypothetical protein			CALKRO_RS03455	327	108	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	837672	837872	+							CALKRO_RS03460	201		old_locus_tag=Calkro_0686
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	837672	837872	+	WP_013429728.1	WP_013429728.1		DeoR family transcriptional regulator			CALKRO_RS03460	201	66	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	837888	838733	+							CALKRO_RS03465	846		old_locus_tag=Calkro_0687
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	837888	838733	+	WP_013429729.1	WP_013429729.1		hypothetical protein			CALKRO_RS03465	846	281	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	838828	839559	+							CALKRO_RS03470	732		old_locus_tag=Calkro_0688
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	838828	839559	+	WP_013429730.1	WP_013429730.1		hypothetical protein			CALKRO_RS03470	732	243	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	839756	839968	+							CALKRO_RS03475	213		old_locus_tag=Calkro_0689
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	839756	839968	+	WP_013429731.1	WP_013429731.1		hypothetical protein			CALKRO_RS03475	213	70	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	839982	840842	+							CALKRO_RS03480	861		old_locus_tag=Calkro_0690
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	839982	840842	+	WP_013429732.1	WP_013429732.1		tyrosine-type recombinase/integrase			CALKRO_RS03480	861	286	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	841135	842574	+							CALKRO_RS03485	1440		old_locus_tag=Calkro_0692
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	841135	842574	+	WP_013429733.1	WP_013429733.1		ISLre2 family transposase			CALKRO_RS03485	1440	479	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	843020	844237	+							CALKRO_RS03490	1218		old_locus_tag=Calkro_0694
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	843020	844237	+	WP_013429701.1	WP_013429701.1		RNA-guided endonuclease TnpB family protein			CALKRO_RS03490	1218	405	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	844254	844790	-							CALKRO_RS03495	537		old_locus_tag=Calkro_0695
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	844254	844790	-	WP_013429734.1	WP_013429734.1		hypothetical protein			CALKRO_RS03495	537	178	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	844877	845368	+							CALKRO_RS03500	492		old_locus_tag=Calkro_0696
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	844877	845368	+	WP_013429735.1	WP_013429735.1		DUF5697 family protein			CALKRO_RS03500	492	163	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	845591	845812	+							CALKRO_RS13500	222		old_locus_tag=Calkro_0697
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	845591	845812	+	WP_148222757.1	WP_148222757.1		hypothetical protein			CALKRO_RS13500	222	73	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	845870	846145	+							CALKRO_RS03505	276		old_locus_tag=Calkro_0698
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	845870	846145	+	WP_013429737.1	WP_013429737.1		hypothetical protein			CALKRO_RS03505	276	91	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	846212	847195	+					bet		CALKRO_RS03510	984		old_locus_tag=Calkro_0699
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	846212	847195	+	WP_013429738.1	WP_013429738.1		phage recombination protein Bet	bet		CALKRO_RS03510	984	327	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	847260	847460	+							CALKRO_RS03515	201		old_locus_tag=Calkro_0700
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	847260	847460	+	WP_013429739.1	WP_013429739.1		hypothetical protein			CALKRO_RS03515	201	66	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	847591	847737	+							CALKRO_RS13595	147		
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	847591	847737	+	WP_158304413.1	WP_158304413.1		hypothetical protein			CALKRO_RS13595	147	48	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	847907	848137	+							CALKRO_RS03520	231		old_locus_tag=Calkro_0701
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	847907	848137	+	WP_013429740.1	WP_013429740.1		hypothetical protein			CALKRO_RS03520	231	76	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	848200	848397	+							CALKRO_RS03525	198		old_locus_tag=Calkro_0702
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	848200	848397	+	WP_013429741.1	WP_013429741.1		hypothetical protein			CALKRO_RS03525	198	65	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	848531	848677	+							CALKRO_RS13600	147		
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	848531	848677	+	WP_158304414.1	WP_158304414.1		hypothetical protein			CALKRO_RS13600	147	48	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	848892	849869	+							CALKRO_RS03530	978		old_locus_tag=Calkro_0703
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	848892	849869	+	WP_013429742.1	WP_013429742.1		PD-(D/E)XK nuclease family protein			CALKRO_RS03530	978	325	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	849928	850419	+							CALKRO_RS03535	492		old_locus_tag=Calkro_0704
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	849928	850419	+	WP_013429743.1	WP_013429743.1		JAB domain-containing protein			CALKRO_RS03535	492	163	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	850510	851625	+							CALKRO_RS03540	1116		old_locus_tag=Calkro_0705
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	850510	851625	+	WP_237699125.1	WP_237699125.1		DUF2321 domain-containing protein			CALKRO_RS03540	1116	371	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	851739	852143	+							CALKRO_RS03545	405		old_locus_tag=Calkro_0706
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	851739	852143	+	WP_013429745.1	WP_013429745.1		Rpn family recombination-promoting nuclease/putative transposase			CALKRO_RS03545	405	134	
gene	tRNA	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	852988	853063	-							CALKRO_RS03555	76		old_locus_tag=Calkro_R0016
tRNA		GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	852988	853063	-				tRNA-Trp			CALKRO_RS03555	76		anticodon=CCA
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	853252	854646	+							CALKRO_RS03560	1395		old_locus_tag=Calkro_0708
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	853252	854646	+	WP_193345561.1	WP_193345561.1		alpha-glucosidase/alpha-galactosidase			CALKRO_RS03560	1395	464	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	854907	855488	+							CALKRO_RS03565	582		old_locus_tag=Calkro_0709
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	854907	855488	+	WP_013429748.1	WP_013429748.1		Uma2 family endonuclease			CALKRO_RS03565	582	193	
gene	tRNA	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	855671	855747	-							CALKRO_RS03570	77		old_locus_tag=Calkro_R0017
tRNA		GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	855671	855747	-				tRNA-Arg			CALKRO_RS03570	77		anticodon=ACG
gene	tRNA	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	855816	855903	-							CALKRO_RS03575	88		old_locus_tag=Calkro_R0018
tRNA		GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	855816	855903	-				tRNA-Leu			CALKRO_RS03575	88		anticodon=GAG
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	856017	856238	-							CALKRO_RS13255	222		
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	856017	856238	-	WP_083789243.1	WP_083789243.1		zinc ribbon domain-containing protein			CALKRO_RS13255	222	73	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	856333	856851	-							CALKRO_RS03580	519		old_locus_tag=Calkro_0710
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	856333	856851	-	WP_013429749.1	WP_013429749.1		ferritin			CALKRO_RS03580	519	172	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	857164	858015	+							CALKRO_RS03585	852		old_locus_tag=Calkro_0711
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	857164	858015	+	WP_013429750.1	WP_013429750.1		Rossmann-like and DUF2520 domain-containing protein			CALKRO_RS03585	852	283	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	858008	858802	+					panB		CALKRO_RS03590	795		old_locus_tag=Calkro_0712
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	858008	858802	+	WP_013429751.1	WP_013429751.1		3-methyl-2-oxobutanoate hydroxymethyltransferase	panB		CALKRO_RS03590	795	264	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	858802	859650	+					panC		CALKRO_RS03595	849		old_locus_tag=Calkro_0713
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	858802	859650	+	WP_013429752.1	WP_013429752.1		pantoate--beta-alanine ligase	panC		CALKRO_RS03595	849	282	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	859656	860042	+							CALKRO_RS03600	387		old_locus_tag=Calkro_0714
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	859656	860042	+	WP_013429753.1	WP_013429753.1		aspartate 1-decarboxylase			CALKRO_RS03600	387	128	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	860167	860838	+							CALKRO_RS03605	672		old_locus_tag=Calkro_0715
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	860167	860838	+	WP_013429754.1	WP_013429754.1		L,D-transpeptidase family protein			CALKRO_RS03605	672	223	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	860920	861120	+							CALKRO_RS03610	201		old_locus_tag=Calkro_0716
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	860920	861120	+	WP_013402742.1	WP_013402742.1		hypothetical protein			CALKRO_RS03610	201	66	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	861141	861422	+							CALKRO_RS03615	282		old_locus_tag=Calkro_0717
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	861141	861422	+	WP_013429755.1	WP_013429755.1		spore coat protein			CALKRO_RS03615	282	93	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	861483	862100	-							CALKRO_RS03620	618		old_locus_tag=Calkro_0718
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	861483	862100	-	WP_013429756.1	WP_013429756.1		GNAT family N-acetyltransferase			CALKRO_RS03620	618	205	
gene	tRNA	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	862341	862415	+							CALKRO_RS03625	75		old_locus_tag=Calkro_R0019
tRNA		GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	862341	862415	+				tRNA-Asn			CALKRO_RS03625	75		anticodon=GTT
gene	tRNA	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	862426	862501	+							CALKRO_RS03630	76		old_locus_tag=Calkro_R0020
tRNA		GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	862426	862501	+				tRNA-Ile			CALKRO_RS03630	76		anticodon=CAT
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	862549	863112	-							CALKRO_RS03635	564		old_locus_tag=Calkro_0719
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	862549	863112	-	WP_013429757.1	WP_013429757.1		DUF4364 family protein			CALKRO_RS03635	564	187	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	863206	863604	-							CALKRO_RS03640	399		old_locus_tag=Calkro_0720
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	863206	863604	-	WP_013291047.1	WP_013291047.1		hypothetical protein			CALKRO_RS03640	399	132	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	863752	864558	+							CALKRO_RS03645	807		old_locus_tag=Calkro_0721
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	863752	864558	+	WP_013429758.1	WP_013429758.1		sugar phosphate isomerase/epimerase			CALKRO_RS03645	807	268	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	865463	866503	+							CALKRO_RS03650	1041		old_locus_tag=Calkro_0722
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	865463	866503	+	WP_013429759.1	WP_013429759.1		radical SAM protein			CALKRO_RS03650	1041	346	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	866529	867026	+							CALKRO_RS03655	498		old_locus_tag=Calkro_0723
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	866529	867026	+	WP_013429760.1	WP_013429760.1		hypothetical protein			CALKRO_RS03655	498	165	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	867038	868414	+							CALKRO_RS03660	1377		old_locus_tag=Calkro_0724
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	867038	868414	+	WP_013429761.1	WP_013429761.1		radical SAM protein			CALKRO_RS03660	1377	458	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	868417	869262	+							CALKRO_RS03665	846		old_locus_tag=Calkro_0725
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	868417	869262	+	WP_013429762.1	WP_013429762.1		PqqD family protein			CALKRO_RS03665	846	281	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	869268	869477	+							CALKRO_RS03670	210		old_locus_tag=Calkro_0726
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	869268	869477	+	WP_013429763.1	WP_013429763.1		hypothetical protein			CALKRO_RS03670	210	69	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	869638	870180	+							CALKRO_RS03675	543		old_locus_tag=Calkro_0727
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	869638	870180	+	WP_013429764.1	WP_013429764.1		PH domain-containing protein			CALKRO_RS03675	543	180	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	870193	870927	+							CALKRO_RS03680	735		old_locus_tag=Calkro_0728
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	870193	870927	+	WP_013429765.1	WP_013429765.1		YhfC family intramembrane metalloprotease			CALKRO_RS03680	735	244	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	870924	871490	+							CALKRO_RS03685	567		old_locus_tag=Calkro_0729
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	870924	871490	+	WP_013429766.1	WP_013429766.1		hypothetical protein			CALKRO_RS03685	567	188	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	871493	873184	+							CALKRO_RS03690	1692		old_locus_tag=Calkro_0730
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	871493	873184	+	WP_013429767.1	WP_013429767.1		ATP-binding cassette domain-containing protein			CALKRO_RS03690	1692	563	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	873243	874472	-							CALKRO_RS03695	1230		old_locus_tag=Calkro_0731
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	873243	874472	-	WP_013429768.1	WP_013429768.1		aspartate kinase			CALKRO_RS03695	1230	409	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	874569	875492	-					thrB		CALKRO_RS03700	924		old_locus_tag=Calkro_0732
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	874569	875492	-	WP_013429769.1	WP_013429769.1		homoserine kinase	thrB		CALKRO_RS03700	924	307	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	875522	876778	-							CALKRO_RS03705	1257		old_locus_tag=Calkro_0733
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	875522	876778	-	WP_013429770.1	WP_013429770.1		homoserine dehydrogenase			CALKRO_RS03705	1257	418	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	876808	877260	-							CALKRO_RS03710	453		old_locus_tag=Calkro_0734
CDS	with_protein	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	876808	877260	-	WP_013402750.1	WP_013402750.1		ACT domain-containing protein			CALKRO_RS03710	453	150	
gene	protein_coding	GCF_000166775.1	Primary Assembly	chromosome		NC_014720.1	877390	877584	+							CALKRO_RS03715	195		old_locus_tag=Calkro_0735
