# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	248102	250189	-					cadA		CALOW_RS01025	2088		old_locus_tag=Calow_0206
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	248102	250189	-	WP_013411226.1	WP_013411226.1		cadmium-translocating P-type ATPase	cadA		CALOW_RS01025	2088	695	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	250209	250586	-							CALOW_RS01030	378		old_locus_tag=Calow_0207
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	250209	250586	-	WP_013411227.1	WP_013411227.1		metalloregulator ArsR/SmtB family transcription factor			CALOW_RS01030	378	125	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	250779	252041	+							CALOW_RS01035	1263		old_locus_tag=Calow_0208
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	250779	252041	+	WP_013411228.1	WP_013411228.1		glycosyltransferase			CALOW_RS01035	1263	420	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	252060	252887	+							CALOW_RS01040	828		old_locus_tag=Calow_0209
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	252060	252887	+	WP_013411229.1	WP_013411229.1		HAD-IIA family hydrolase			CALOW_RS01040	828	275	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	252893	253525	+							CALOW_RS01045	633		old_locus_tag=Calow_0210
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	252893	253525	+	WP_013411230.1	WP_013411230.1		SOS response-associated peptidase			CALOW_RS01045	633	210	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	253585	254529	+					murB		CALOW_RS01050	945		old_locus_tag=Calow_0211
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	253585	254529	+	WP_041737834.1	WP_041737834.1		UDP-N-acetylmuramate dehydrogenase	murB		CALOW_RS01050	945	314	
gene	pseudogene	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	254545	255419	+					rapZ		CALOW_RS01055	875		pseudo;old_locus_tag=Calow_0212
CDS	without_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	254545	255419	+				RNase adapter RapZ	rapZ		CALOW_RS01055	875		pseudo
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	255427	256743	+							CALOW_RS01060	1317		old_locus_tag=Calow_0213
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	255427	256743	+	WP_013411232.1	WP_013411232.1		YvcK family protein			CALOW_RS01060	1317	438	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	256782	257759	+					whiA		CALOW_RS01065	978		old_locus_tag=Calow_0214
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	256782	257759	+	WP_013411233.1	WP_013411233.1		DNA-binding protein WhiA	whiA		CALOW_RS01065	978	325	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	257734	258084	+							CALOW_RS01070	351		old_locus_tag=Calow_0215
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	257734	258084	+	WP_013411234.1	WP_013411234.1		HPr family phosphocarrier protein			CALOW_RS01070	351	116	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	258146	259393	+							CALOW_RS01075	1248		old_locus_tag=Calow_0216
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	258146	259393	+	WP_238524970.1	WP_238524970.1		homocysteine S-methyltransferase family protein			CALOW_RS01075	1248	415	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	259418	261235	+							CALOW_RS01080	1818		old_locus_tag=Calow_0217
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	259418	261235	+	WP_013411236.1	WP_013411236.1		bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase			CALOW_RS01080	1818	605	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	261396	264023	+							CALOW_RS01085	2628		old_locus_tag=Calow_0218
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	261396	264023	+	WP_013411237.1	WP_013411237.1		hypothetical protein			CALOW_RS01085	2628	875	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	264054	266909	+							CALOW_RS01090	2856		old_locus_tag=Calow_0219
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	264054	266909	+	WP_174254503.1	WP_174254503.1		UvrD-helicase domain-containing protein			CALOW_RS01090	2856	951	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	267034	267729	+							CALOW_RS01095	696		old_locus_tag=Calow_0220
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	267034	267729	+	WP_013411239.1	WP_013411239.1		anaerobic ribonucleoside-triphosphate reductase activating protein			CALOW_RS01095	696	231	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	267774	269030	+							CALOW_RS01100	1257		old_locus_tag=Calow_0221
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	267774	269030	+	WP_013411240.1	WP_013411240.1		MFS transporter			CALOW_RS01100	1257	418	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	269145	270128	+							CALOW_RS01105	984		old_locus_tag=Calow_0222
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	269145	270128	+	WP_013411241.1	WP_013411241.1		LacI family transcriptional regulator			CALOW_RS01105	984	327	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	270233	271276	+							CALOW_RS01110	1044		old_locus_tag=Calow_0223
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	270233	271276	+	WP_013411242.1	WP_013411242.1		Gfo/Idh/MocA family oxidoreductase			CALOW_RS01110	1044	347	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	271324	272262	+							CALOW_RS01115	939		old_locus_tag=Calow_0224
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	271324	272262	+	WP_013411243.1	WP_013411243.1		sugar phosphate isomerase/epimerase			CALOW_RS01115	939	312	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	272348	273082	-							CALOW_RS01120	735		old_locus_tag=Calow_0225
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	272348	273082	-	WP_013411244.1	WP_013411244.1		SDR family oxidoreductase			CALOW_RS01120	735	244	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	273276	274676	+					amrA		CALOW_RS01125	1401		old_locus_tag=Calow_0226
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	273276	274676	+	WP_013411245.1	WP_013411245.1		AmmeMemoRadiSam system protein A	amrA		CALOW_RS01125	1401	466	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	274691	275539	+					amrS		CALOW_RS01130	849		old_locus_tag=Calow_0227
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	274691	275539	+	WP_013411246.1	WP_013411246.1		AmmeMemoRadiSam system radical SAM enzyme	amrS		CALOW_RS01130	849	282	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	275561	276418	+					cdaA		CALOW_RS01135	858		old_locus_tag=Calow_0228
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	275561	276418	+	WP_013411247.1	WP_013411247.1		diadenylate cyclase CdaA	cdaA		CALOW_RS01135	858	285	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	276422	277660	+							CALOW_RS01140	1239		old_locus_tag=Calow_0229
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	276422	277660	+	WP_013411248.1	WP_013411248.1		CdaR family protein			CALOW_RS01140	1239	412	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	277695	279476	+					uvrC		CALOW_RS01145	1782		old_locus_tag=Calow_0230
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	277695	279476	+	WP_013411249.1	WP_013411249.1		excinuclease ABC subunit UvrC	uvrC		CALOW_RS01145	1782	593	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	279515	280450	+					hprK		CALOW_RS01150	936		old_locus_tag=Calow_0231
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	279515	280450	+	WP_013411250.1	WP_013411250.1		HPr(Ser) kinase/phosphatase	hprK		CALOW_RS01150	936	311	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	280645	281211	+							CALOW_RS01155	567		old_locus_tag=Calow_0232
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	280645	281211	+	WP_041737413.1	WP_041737413.1		MMPL family transporter			CALOW_RS01155	567	188	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	281177	281944	+							CALOW_RS01160	768		old_locus_tag=Calow_0233
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	281177	281944	+	WP_158304015.1	WP_158304015.1		hypothetical protein			CALOW_RS01160	768	255	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	282009	282155	+							CALOW_RS11820	147		
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	282009	282155	+	WP_158304016.1	WP_158304016.1		hypothetical protein			CALOW_RS11820	147	48	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	282277	283032	+							CALOW_RS01165	756		old_locus_tag=Calow_0234
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	282277	283032	+	WP_238524971.1	WP_238524971.1		YhfC family intramembrane metalloprotease			CALOW_RS01165	756	251	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	283049	283435	+							CALOW_RS01170	387		old_locus_tag=Calow_0235
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	283049	283435	+	WP_013411252.1	WP_013411252.1		GntR family transcriptional regulator			CALOW_RS01170	387	128	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	283428	284561	+							CALOW_RS01175	1134		old_locus_tag=Calow_0236
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	283428	284561	+	WP_013411253.1	WP_013411253.1		DUF5808 domain-containing protein			CALOW_RS01175	1134	377	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	284662	285636	+							CALOW_RS01180	975		old_locus_tag=Calow_0237
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	284662	285636	+	WP_013411254.1	WP_013411254.1		Rpn family recombination-promoting nuclease/putative transposase			CALOW_RS01180	975	324	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	285986	286186	+					thiS		CALOW_RS01185	201		old_locus_tag=Calow_0238
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	285986	286186	+	WP_238524972.1	WP_238524972.1		sulfur carrier protein ThiS	thiS		CALOW_RS01185	201	66	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	286242	287006	+							CALOW_RS01190	765		old_locus_tag=Calow_0239
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	286242	287006	+	WP_013411256.1	WP_013411256.1		thiazole synthase			CALOW_RS01190	765	254	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	287036	288151	+					thiH		CALOW_RS01195	1116		old_locus_tag=Calow_0240
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	287036	288151	+	WP_013411257.1	WP_013411257.1		2-iminoacetate synthase ThiH	thiH		CALOW_RS01195	1116	371	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	288148	288759	+					thiF		CALOW_RS01200	612		old_locus_tag=Calow_0241
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	288148	288759	+	WP_013411258.1	WP_013411258.1		sulfur carrier protein ThiS adenylyltransferase ThiF	thiF		CALOW_RS01200	612	203	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	288746	289411	+					thiE		CALOW_RS01205	666		old_locus_tag=Calow_0242
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	288746	289411	+	WP_013411259.1	WP_013411259.1		thiamine phosphate synthase	thiE		CALOW_RS01205	666	221	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	289419	290687	+					thiC		CALOW_RS01210	1269		old_locus_tag=Calow_0243
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	289419	290687	+	WP_013411260.1	WP_013411260.1		phosphomethylpyrimidine synthase ThiC	thiC		CALOW_RS01210	1269	422	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	290735	291514	+					thiD		CALOW_RS01215	780		old_locus_tag=Calow_0244
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	290735	291514	+	WP_013411261.1	WP_013411261.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	thiD		CALOW_RS01215	780	259	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	291567	292640	+					tgt		CALOW_RS01220	1074		old_locus_tag=Calow_0245
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	291567	292640	+	WP_013411262.1	WP_013411262.1		tRNA guanosine(34) transglycosylase Tgt	tgt		CALOW_RS01220	1074	357	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	292714	293709	-							CALOW_RS01225	996		old_locus_tag=Calow_0246
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	292714	293709	-	WP_013411263.1	WP_013411263.1		radical SAM protein			CALOW_RS01225	996	331	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	293832	294200	+					yajC		CALOW_RS01230	369		old_locus_tag=Calow_0247
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	293832	294200	+	WP_013411264.1	WP_013411264.1		preprotein translocase subunit YajC	yajC		CALOW_RS01230	369	122	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	294279	295127	+					rsmA		CALOW_RS01235	849		old_locus_tag=Calow_0248
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	294279	295127	+	WP_013411265.1	WP_013411265.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA		CALOW_RS01235	849	282	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	295292	297058	+							CALOW_RS01240	1767		old_locus_tag=Calow_0249
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	295292	297058	+	WP_013411266.1	WP_013411266.1		phosphoenolpyruvate carboxykinase (GTP)			CALOW_RS01240	1767	588	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	297128	298288	+							CALOW_RS01245	1161		old_locus_tag=Calow_0250
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	297128	298288	+	WP_013411267.1	WP_013411267.1		hypothetical protein			CALOW_RS01245	1161	386	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	298294	299349	+							CALOW_RS01250	1056		old_locus_tag=Calow_0251
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	298294	299349	+	WP_013411268.1	WP_013411268.1		mannose-1-phosphate guanylyltransferase			CALOW_RS01250	1056	351	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	299422	300054	+					yunB		CALOW_RS01255	633		old_locus_tag=Calow_0252
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	299422	300054	+	WP_013411269.1	WP_013411269.1		sporulation protein YunB	yunB		CALOW_RS01255	633	210	
gene	rRNA	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	300311	301857	+							CALOW_RS01260	1547		old_locus_tag=Calow_R0003
rRNA		GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	300311	301857	+				16S ribosomal RNA			CALOW_RS01260	1547		
gene	tRNA	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	301923	301998	+							CALOW_RS01265	76		old_locus_tag=Calow_R0004
tRNA		GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	301923	301998	+				tRNA-Ala			CALOW_RS01265	76		anticodon=TGC
gene	tRNA	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	302008	302084	+							CALOW_RS01270	77		old_locus_tag=Calow_R0005
tRNA		GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	302008	302084	+				tRNA-Ile			CALOW_RS01270	77		anticodon=GAT
gene	rRNA	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	302157	305104	+							CALOW_RS01275	2948		old_locus_tag=Calow_R0006
rRNA		GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	302157	305104	+				23S ribosomal RNA			CALOW_RS01275	2948		
gene	rRNA	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	305179	305295	+					rrf		CALOW_RS01280	117		old_locus_tag=Calow_R0007
rRNA		GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	305179	305295	+				5S ribosomal RNA	rrf		CALOW_RS01280	117		
gene	pseudogene	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	305728	306392	-							CALOW_RS12000	665		partial;pseudo
CDS	without_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	305728	306392	-				ISNCY family transposase			CALOW_RS12000	665		partial;pseudo
gene	pseudogene	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	306388	307624	-							CALOW_RS01290	1237		pseudo;old_locus_tag=Calow_0254
CDS	without_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	306388	307624	-				transposase			CALOW_RS01290	1237		pseudo
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	308441	308692	+							CALOW_RS01295	252		old_locus_tag=Calow_0256
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	308441	308692	+	WP_013411271.1	WP_013411271.1		hypothetical protein			CALOW_RS01295	252	83	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	308742	309023	+							CALOW_RS01300	282		old_locus_tag=Calow_0257
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	308742	309023	+	WP_013411272.1	WP_013411272.1		hypothetical protein			CALOW_RS01300	282	93	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	309159	309632	+					zapA		CALOW_RS01305	474		old_locus_tag=Calow_0258
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	309159	309632	+	WP_013411273.1	WP_013411273.1		cell division protein ZapA	zapA		CALOW_RS01305	474	157	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	309634	310515	+							CALOW_RS01310	882		old_locus_tag=Calow_0259
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	309634	310515	+	WP_013411274.1	WP_013411274.1		alkaline phosphatase family protein			CALOW_RS01310	882	293	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	310512	312815	+							CALOW_RS01315	2304		old_locus_tag=Calow_0260
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	310512	312815	+	WP_013411275.1	WP_013411275.1		U32 family peptidase			CALOW_RS01315	2304	767	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	312851	313927	+					ytvI		CALOW_RS01320	1077		old_locus_tag=Calow_0261
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	312851	313927	+	WP_238524973.1	WP_238524973.1		sporulation integral membrane protein YtvI	ytvI		CALOW_RS01320	1077	358	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	313939	315756	+							CALOW_RS01325	1818		old_locus_tag=Calow_0262
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	313939	315756	+	WP_013411277.1	WP_013411277.1		ASKHA domain-containing protein			CALOW_RS01325	1818	605	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	315734	316447	+							CALOW_RS01330	714		old_locus_tag=Calow_0263
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	315734	316447	+	WP_238524974.1	WP_238524974.1		TVP38/TMEM64 family protein			CALOW_RS01330	714	237	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	316490	317203	+							CALOW_RS01335	714		old_locus_tag=Calow_0264
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	316490	317203	+	WP_013411279.1	WP_013411279.1		N-acetylmuramoyl-L-alanine amidase			CALOW_RS01335	714	237	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	317206	318597	+					pepV		CALOW_RS01340	1392		old_locus_tag=Calow_0265
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	317206	318597	+	WP_013411280.1	WP_013411280.1		dipeptidase PepV	pepV		CALOW_RS01340	1392	463	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	318660	319286	-							CALOW_RS01345	627		old_locus_tag=Calow_0266
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	318660	319286	-	WP_041737843.1	WP_041737843.1		manganese efflux pump			CALOW_RS01345	627	208	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	319454	319996	+							CALOW_RS01350	543		old_locus_tag=Calow_0267
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	319454	319996	+	WP_013411282.1	WP_013411282.1		sigma-70 family RNA polymerase sigma factor			CALOW_RS01350	543	180	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	319983	321380	+							CALOW_RS01355	1398		old_locus_tag=Calow_0268
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	319983	321380	+	WP_238524975.1	WP_238524975.1		hypothetical protein			CALOW_RS01355	1398	465	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	321433	321741	+							CALOW_RS01360	309		old_locus_tag=Calow_0269
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	321433	321741	+	WP_013411284.1	WP_013411284.1		STAS domain-containing protein			CALOW_RS01360	309	102	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	321759	322115	+							CALOW_RS01365	357		old_locus_tag=Calow_0270
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	321759	322115	+	WP_013411285.1	WP_013411285.1		anti-sigma regulatory factor			CALOW_RS01365	357	118	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	322120	322890	+							CALOW_RS01370	771		old_locus_tag=Calow_0271
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	322120	322890	+	WP_013411286.1	WP_013411286.1		SigB/SigF/SigG family RNA polymerase sigma factor			CALOW_RS01370	771	256	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	323050	326523	+							CALOW_RS01375	3474		old_locus_tag=Calow_0272
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	323050	326523	+	WP_013411287.1	WP_013411287.1		S-layer homology domain-containing protein			CALOW_RS01375	3474	1157	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	326747	327109	+					queD		CALOW_RS01380	363		old_locus_tag=Calow_0273
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	326747	327109	+	WP_013411288.1	WP_013411288.1		6-carboxytetrahydropterin synthase QueD	queD		CALOW_RS01380	363	120	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	327106	327876	+					folE2		CALOW_RS01385	771		old_locus_tag=Calow_0274
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	327106	327876	+	WP_013411289.1	WP_013411289.1		GTP cyclohydrolase FolE2	folE2		CALOW_RS01385	771	256	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	327939	329378	+							CALOW_RS01390	1440		old_locus_tag=Calow_0275
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	327939	329378	+	WP_013411290.1	WP_013411290.1		hypothetical protein			CALOW_RS01390	1440	479	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	329414	330583	+							CALOW_RS01395	1170		old_locus_tag=Calow_0276
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	329414	330583	+	WP_013411291.1	WP_013411291.1		amidohydrolase			CALOW_RS01395	1170	389	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	330603	331076	+					tsaE		CALOW_RS01400	474		old_locus_tag=Calow_0277
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	330603	331076	+	WP_013411292.1	WP_013411292.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	tsaE		CALOW_RS01400	474	157	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	331057	331722	+					tsaB		CALOW_RS01405	666		old_locus_tag=Calow_0278
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	331057	331722	+	WP_013411293.1	WP_013411293.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB		CALOW_RS01405	666	221	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	331719	332162	+					rimI		CALOW_RS01410	444		old_locus_tag=Calow_0279
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	331719	332162	+	WP_013411294.1	WP_013411294.1		ribosomal protein S18-alanine N-acetyltransferase	rimI		CALOW_RS01410	444	147	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	332257	332580	-							CALOW_RS01415	324		old_locus_tag=Calow_0280
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	332257	332580	-	WP_013411295.1	WP_013411295.1		nucleotidyltransferase domain-containing protein			CALOW_RS01415	324	107	
