# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	729768	731426	+					ilvB		COB47_RS03070	1659		old_locus_tag=COB47_0622
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	729768	731426	+	WP_013289944.1	WP_013289944.1		biosynthetic-type acetolactate synthase large subunit	ilvB		COB47_RS03070	1659	552	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	732008	732595	-							COB47_RS03075	588		old_locus_tag=COB47_0624
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	732008	732595	-	WP_013289945.1	WP_013289945.1		VanZ family protein			COB47_RS03075	588	195	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	732624	732998	-							COB47_RS03080	375		old_locus_tag=COB47_0625
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	732624	732998	-	WP_237698987.1	WP_237698987.1		hypothetical protein			COB47_RS03080	375	124	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	733664	735232	-							COB47_RS03085	1569		old_locus_tag=COB47_0626
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	733664	735232	-	WP_237698988.1	WP_237698988.1		transposase			COB47_RS03085	1569	522	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	736111	737061	-							COB47_RS03095	951		old_locus_tag=COB47_0628
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	736111	737061	-	WP_013289949.1	WP_013289949.1		glycosidase			COB47_RS03095	951	316	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	737210	737626	+							COB47_RS03100	417		old_locus_tag=COB47_0629
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	737210	737626	+	WP_013289950.1	WP_013289950.1		secondary thiamine-phosphate synthase enzyme YjbQ			COB47_RS03100	417	138	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	737631	737768	+							COB47_RS12200	138		old_locus_tag=COB47_0630
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	737631	737768	+	WP_013289951.1	WP_013289951.1		hypothetical protein			COB47_RS12200	138	45	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	738184	738576	+							COB47_RS12510	393		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	738184	738576	+	WP_237698989.1	WP_237698989.1		hypothetical protein			COB47_RS12510	393	130	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	738539	739636	+							COB47_RS12515	1098		old_locus_tag=COB47_0631
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	738539	739636	+	WP_237698990.1	WP_237698990.1		methyl-accepting chemotaxis protein			COB47_RS12515	1098	365	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	740165	740365	+							COB47_RS03110	201		old_locus_tag=COB47_0632
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	740165	740365	+	WP_013289952.1	WP_013289952.1		type II toxin-antitoxin system VapB family antitoxin			COB47_RS03110	201	66	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	740362	740760	+							COB47_RS03115	399		old_locus_tag=COB47_0633
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	740362	740760	+	WP_013289953.1	WP_013289953.1		PIN domain nuclease			COB47_RS03115	399	132	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	741095	742285	+					metK		COB47_RS03125	1191		old_locus_tag=COB47_0634
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	741095	742285	+	WP_013289954.1	WP_013289954.1		methionine adenosyltransferase	metK		COB47_RS03125	1191	396	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	742435	742665	+							COB47_RS12520	231		old_locus_tag=COB47_0635
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	742435	742665	+	WP_237698991.1	WP_237698991.1		hypothetical protein			COB47_RS12520	231	76	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	742901	743485	+							COB47_RS03135	585		old_locus_tag=COB47_0636
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	742901	743485	+	WP_041742385.1	WP_041742385.1		hypothetical protein			COB47_RS03135	585	194	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	743531	745927	+					recJ		COB47_RS03140	2397		old_locus_tag=COB47_0637
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	743531	745927	+	WP_013289957.1	WP_013289957.1		single-stranded-DNA-specific exonuclease RecJ	recJ		COB47_RS03140	2397	798	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	745949	746389	+							COB47_RS03145	441		old_locus_tag=COB47_0638
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	745949	746389	+	WP_013289958.1	WP_013289958.1		NfeD family protein			COB47_RS03145	441	146	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	746405	747340	+							COB47_RS03150	936		old_locus_tag=COB47_0639
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	746405	747340	+	WP_013289959.1	WP_013289959.1		SPFH/Band 7/PHB domain protein			COB47_RS03150	936	311	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	747370	747735	+							COB47_RS03155	366		old_locus_tag=COB47_0640
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	747370	747735	+	WP_013289960.1	WP_013289960.1		YlbF family regulator			COB47_RS03155	366	121	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	747764	750496	+							COB47_RS03160	2733		old_locus_tag=COB47_0641
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	747764	750496	+	WP_013289961.1	WP_013289961.1		UPF0182 family protein			COB47_RS03160	2733	910	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	750536	751156	-							COB47_RS12525	621		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	750536	751156	-	WP_237698992.1	WP_237698992.1		amino acid permease			COB47_RS12525	621	206	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	751141	751680	-							COB47_RS12530	540		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	751141	751680	-	WP_237698993.1	WP_237698993.1		APC family permease			COB47_RS12530	540	179	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	752232	753518	+							COB47_RS03170	1287		old_locus_tag=COB47_0643
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	752232	753518	+	WP_013289962.1	WP_013289962.1		class II aldolase/adducin family protein			COB47_RS03170	1287	428	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	753545	754594	+							COB47_RS03175	1050		old_locus_tag=COB47_0644
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	753545	754594	+	WP_013289963.1	WP_013289963.1		class II aldolase/adducin family protein			COB47_RS03175	1050	349	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	754663	755964	-							COB47_RS03180	1302		old_locus_tag=COB47_0645
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	754663	755964	-	WP_013289964.1	WP_013289964.1		PHP domain-containing protein			COB47_RS03180	1302	433	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	755993	756772	-					srlD		COB47_RS03185	780		old_locus_tag=COB47_0646
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	755993	756772	-	WP_013289965.1	WP_013289965.1		sorbitol-6-phosphate dehydrogenase	srlD		COB47_RS03185	780	259	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	756981	758246	+							COB47_RS03190	1266		old_locus_tag=COB47_0647
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	756981	758246	+	WP_013289966.1	WP_013289966.1		zinc-binding dehydrogenase			COB47_RS03190	1266	421	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	758292	758996	+					lipB		COB47_RS03195	705		old_locus_tag=COB47_0648
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	758292	758996	+	WP_013289967.1	WP_013289967.1		lipoyl(octanoyl) transferase LipB	lipB		COB47_RS03195	705	234	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	758999	759874	+					lipA		COB47_RS03200	876		old_locus_tag=COB47_0649
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	758999	759874	+	WP_013289968.1	WP_013289968.1		lipoyl synthase	lipA		COB47_RS03200	876	291	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	760023	761381	+							COB47_RS03205	1359		old_locus_tag=COB47_0651
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	760023	761381	+	WP_013289970.1	WP_013289970.1		2-oxo acid dehydrogenase subunit E2			COB47_RS03205	1359	452	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	761408	762772	+					lpdA		COB47_RS03210	1365		old_locus_tag=COB47_0652
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	761408	762772	+	WP_013289971.1	WP_013289971.1		dihydrolipoyl dehydrogenase	lpdA		COB47_RS03210	1365	454	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	762800	765271	+							COB47_RS03215	2472		old_locus_tag=COB47_0653
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	762800	765271	+	WP_013289972.1	WP_013289972.1		alpha-ketoacid dehydrogenase subunit alpha/beta			COB47_RS03215	2472	823	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	765311	766078	+							COB47_RS03220	768		old_locus_tag=COB47_0654
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	765311	766078	+	WP_013289973.1	WP_013289973.1		DeoR/GlpR family DNA-binding transcription regulator			COB47_RS03220	768	255	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	766103	767383	+							COB47_RS03225	1281		old_locus_tag=COB47_0655
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	766103	767383	+	WP_013289974.1	WP_013289974.1		L-rhamnose isomerase			COB47_RS03225	1281	426	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	767454	768938	-							COB47_RS03230	1485		old_locus_tag=COB47_0656
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	767454	768938	-	WP_013289975.1	WP_013289975.1		fucose isomerase			COB47_RS03230	1485	494	
gene	pseudogene	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	769197	769754	-							COB47_RS12115	558		pseudo;old_locus_tag=COB47_0657
CDS	without_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	769197	769754	-				transposase			COB47_RS12115	558		pseudo
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	769931	770131	+							COB47_RS03235	201		old_locus_tag=COB47_0658
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	769931	770131	+	WP_013289976.1	WP_013289976.1		type II toxin-antitoxin system HicB family antitoxin			COB47_RS03235	201	66	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	770132	770359	+							COB47_RS03240	228		old_locus_tag=COB47_0659
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	770132	770359	+	WP_013289977.1	WP_013289977.1		type II toxin-antitoxin system HicA family toxin			COB47_RS03240	228	75	
gene	pseudogene	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	770689	770922	-							COB47_RS12535	234		partial;pseudo;old_locus_tag=COB47_0660
CDS	without_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	770689	770922	-				IS481 family transposase			COB47_RS12535	234		partial;pseudo
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	771085	772401	+					tig		COB47_RS03245	1317		old_locus_tag=COB47_0661
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	771085	772401	+	WP_013289978.1	WP_013289978.1		trigger factor	tig		COB47_RS03245	1317	438	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	772449	773036	+					clpP		COB47_RS03250	588		old_locus_tag=COB47_0662
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	772449	773036	+	WP_013289979.1	WP_013289979.1		ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP		COB47_RS03250	588	195	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	773066	774367	+					clpX		COB47_RS03255	1302		old_locus_tag=COB47_0663
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	773066	774367	+	WP_013289980.1	WP_013289980.1		ATP-dependent Clp protease ATP-binding subunit ClpX	clpX		COB47_RS03255	1302	433	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	774558	775562	+							COB47_RS03260	1005		old_locus_tag=COB47_0664
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	774558	775562	+	WP_013289981.1	WP_013289981.1		deoxyguanosinetriphosphate triphosphohydrolase			COB47_RS03260	1005	334	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	775649	777412	+					dnaG		COB47_RS03265	1764		old_locus_tag=COB47_0665
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	775649	777412	+	WP_013289982.1	WP_013289982.1		DNA primase	dnaG		COB47_RS03265	1764	587	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	777599	778669	+					rpoD		COB47_RS03270	1071		old_locus_tag=COB47_0666
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	777599	778669	+	WP_041742691.1	WP_041742691.1		RNA polymerase sigma factor RpoD	rpoD		COB47_RS03270	1071	356	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	778951	779820	-							COB47_RS03275	870		old_locus_tag=COB47_0667
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	778951	779820	-	WP_013289984.1	WP_013289984.1		NPCBM/NEW2 domain-containing protein			COB47_RS03275	870	289	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	780036	781592	+							COB47_RS03280	1557		old_locus_tag=COB47_0668
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	780036	781592	+	WP_013289985.1	WP_013289985.1		zinc-ribbon domain-containing protein			COB47_RS03280	1557	518	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	781598	782728	+							COB47_RS03285	1131		old_locus_tag=COB47_0669
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	781598	782728	+	WP_013289986.1	WP_013289986.1		YIP1 family protein			COB47_RS03285	1131	376	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	782773	783948	+							COB47_RS03290	1176		old_locus_tag=COB47_0670
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	782773	783948	+	WP_013289987.1	WP_013289987.1		DUF3298 and DUF4163 domain-containing protein			COB47_RS03290	1176	391	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	784274	784477	+							COB47_RS11795	204		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	784274	784477	+	WP_049770046.1	WP_049770046.1		hypothetical protein			COB47_RS11795	204	67	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	784953	785897	-							COB47_RS03300	945		old_locus_tag=COB47_0671
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	784953	785897	-	WP_013289416.1	WP_013289416.1		ISNCY family transposase			COB47_RS03300	945	314	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	786176	787546	+							COB47_RS03305	1371		old_locus_tag=COB47_0672
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	786176	787546	+	WP_148217794.1	WP_148217794.1		hypothetical protein			COB47_RS03305	1371	456	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	787609	789570	-							COB47_RS03310	1962		old_locus_tag=COB47_0673
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	787609	789570	-	WP_013289989.1	WP_013289989.1		L,D-transpeptidase			COB47_RS03310	1962	653	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	789804	791654	+					typA		COB47_RS03315	1851		old_locus_tag=COB47_0674
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	789804	791654	+	WP_013289990.1	WP_013289990.1		translational GTPase TypA	typA		COB47_RS03315	1851	616	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	791731	792735	+					mltG		COB47_RS03320	1005		old_locus_tag=COB47_0675
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	791731	792735	+	WP_013289991.1	WP_013289991.1		endolytic transglycosylase MltG	mltG		COB47_RS03320	1005	334	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	792739	793377	+							COB47_RS03325	639		old_locus_tag=COB47_0676
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	792739	793377	+	WP_013289992.1	WP_013289992.1		O-methyltransferase			COB47_RS03325	639	212	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	793407	794636	+							COB47_RS03330	1230		old_locus_tag=COB47_0677
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	793407	794636	+	WP_013289993.1	WP_013289993.1		U32 family peptidase			COB47_RS03330	1230	409	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	794721	795380	+					sigK		COB47_RS03335	660		old_locus_tag=COB47_0678
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	794721	795380	+	WP_041742694.1	WP_041742694.1		RNA polymerase sporulation sigma factor SigK	sigK		COB47_RS03335	660	219	
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	795383	795460	-							COB47_RS03340	78		old_locus_tag=COB47_R0012
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	795383	795460	-				tRNA-Pro			COB47_RS03340	78		anticodon=CGG
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	795560	796024	+							COB47_RS03345	465		old_locus_tag=COB47_0679
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	795560	796024	+	WP_013289995.1	WP_013289995.1		DUF402 domain-containing protein			COB47_RS03345	465	154	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	796034	796831	+							COB47_RS03350	798		old_locus_tag=COB47_0680
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	796034	796831	+	WP_013289996.1	WP_013289996.1		dihydropteroate synthase			COB47_RS03350	798	265	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	796856	798157	+							COB47_RS03355	1302		old_locus_tag=COB47_0681
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	796856	798157	+	WP_013289997.1	WP_013289997.1		DUF512 domain-containing protein			COB47_RS03355	1302	433	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	798154	799476	+					der		COB47_RS03360	1323		old_locus_tag=COB47_0682
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	798154	799476	+	WP_013289998.1	WP_013289998.1		ribosome biogenesis GTPase Der	der		COB47_RS03360	1323	440	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	799473	800081	+					plsY		COB47_RS03365	609		old_locus_tag=COB47_0683
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	799473	800081	+	WP_013289999.1	WP_013289999.1		glycerol-3-phosphate 1-O-acyltransferase PlsY	plsY		COB47_RS03365	609	202	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	800246	800818	+							COB47_RS03370	573		old_locus_tag=COB47_0684
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	800246	800818	+	WP_237698994.1	WP_237698994.1		methyltransferase domain-containing protein			COB47_RS03370	573	190	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	800887	801087	+							COB47_RS03375	201		old_locus_tag=COB47_0685
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	800887	801087	+	WP_013290001.1	WP_013290001.1		cold-shock protein			COB47_RS03375	201	66	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	801181	802035	+					hslO		COB47_RS03380	855		old_locus_tag=COB47_0686
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	801181	802035	+	WP_013290002.1	WP_013290002.1		Hsp33 family molecular chaperone HslO	hslO		COB47_RS03380	855	284	
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802204	802279	+							COB47_RS03385	76		old_locus_tag=COB47_R0013
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802204	802279	+				tRNA-Val			COB47_RS03385	76		anticodon=TAC
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802288	802364	+							COB47_RS03390	77		old_locus_tag=COB47_R0014
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802288	802364	+				tRNA-Asp			COB47_RS03390	77		anticodon=GTC
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802380	802455	+							COB47_RS03395	76		old_locus_tag=COB47_R0015
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802380	802455	+				tRNA-Phe			COB47_RS03395	76		anticodon=GAA
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802469	802544	+							COB47_RS03400	76		old_locus_tag=COB47_R0016
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802469	802544	+				tRNA-Gly			COB47_RS03400	76		anticodon=GCC
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802569	802643	+							COB47_RS03405	75		old_locus_tag=COB47_R0017
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802569	802643	+				tRNA-Cys			COB47_RS03405	75		anticodon=GCA
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802803	804938	+							COB47_RS03410	2136		old_locus_tag=COB47_0687
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	802803	804938	+	WP_013290003.1	WP_013290003.1		sodium-translocating pyrophosphatase			COB47_RS03410	2136	711	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	805124	805450	+							COB47_RS03415	327		old_locus_tag=COB47_0688
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	805124	805450	+	WP_013290004.1	WP_013290004.1		hypothetical protein			COB47_RS03415	327	108	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	805613	805897	+					gatC		COB47_RS03420	285		old_locus_tag=COB47_0689
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	805613	805897	+	WP_013290005.1	WP_013290005.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC		COB47_RS03420	285	94	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	805928	807388	+					gatA		COB47_RS03425	1461		old_locus_tag=COB47_0690
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	805928	807388	+	WP_013290006.1	WP_013290006.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA		COB47_RS03425	1461	486	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	807447	808889	+					gatB		COB47_RS03430	1443		old_locus_tag=COB47_0691
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	807447	808889	+	WP_013290007.1	WP_013290007.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB		COB47_RS03430	1443	480	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	808962	809297	+							COB47_RS03435	336		old_locus_tag=COB47_0692
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	808962	809297	+	WP_013290008.1	WP_013290008.1		nucleotidyltransferase domain-containing protein			COB47_RS03435	336	111	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	809417	810691	+							COB47_RS03440	1275		old_locus_tag=COB47_0693
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	809417	810691	+	WP_013290009.1	WP_013290009.1		insulinase family protein			COB47_RS03440	1275	424	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	810675	811955	+							COB47_RS03445	1281		old_locus_tag=COB47_0694
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	810675	811955	+	WP_013290010.1	WP_013290010.1		insulinase family protein			COB47_RS03445	1281	426	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	811984	812787	+					lgt		COB47_RS03450	804		old_locus_tag=COB47_0695
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	811984	812787	+	WP_013290011.1	WP_013290011.1		prolipoprotein diacylglyceryl transferase	lgt		COB47_RS03450	804	267	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	812885	813064	+							COB47_RS03455	180		old_locus_tag=COB47_0696
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	812885	813064	+	WP_013290012.1	WP_013290012.1		Spo0E family sporulation regulatory protein-aspartic acid phosphatase			COB47_RS03455	180	59	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	813254	813685	+					mraZ		COB47_RS03460	432		old_locus_tag=COB47_0697
